OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Control_mean	SLE_mean
d:Bacteria;p:Firmicutes;c:Erysipelotrichia;o:Erysipelotrichales;f:Erysipelotrichaceae;g:Eggerthia	0.57702112507	0.447482319298	0.675071718666	1.0	7.29661220508e-07	1.31086029188e-06
d:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Sutterellaceae;g:Sutterella	0.555921948042	0.455908034197	0.675071718666	1.0	0.0033970890278	0.00769946666304
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Parascardovia	0.539445670706	0.462662549295	0.675071718666	1.0	1.70532060027e-07	1.36790676673e-06
d:Bacteria;p:Actinobacteria;Other;Other;Other;Other	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	4.56252916725e-05
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Geodermatophilaceae;g:Geodermatophilus	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	3.19443529372e-06
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Microbacteriaceae;Other	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	2.07544508543e-07
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Microbacteriaceae;g:Agromyces	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	7.59336517062e-07
d:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Porphyromonadaceae;g:Tannerella	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	1.10334113763e-06
d:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Cruoricaptor	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	2.795130882e-06
d:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Aerococcaceae;g:Aerococcus	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	3.32071213667e-07
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiales_Incertae_Sedis_XI;Other	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	8.02321919636e-07
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Acetanaerobacterium	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	1.32828485467e-06
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Fastidiosipila	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	7.73166185113e-07
d:Bacteria;p:Firmicutes;c:Erysipelotrichia;o:Erysipelotrichales;f:Erysipelotrichaceae;g:Allobaculum	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	2.15846288884e-06
d:Bacteria;p:Gemmatimonadetes;c:Gemmatimonadetes;o:Gemmatimonadales;f:Gemmatimonadaceae;g:Gemmatimonas	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	2.3958264703e-06
d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Caulobacterales;f:Caulobacteraceae;g:Brevundimonas	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	6.59675970462e-07
d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Hyphomicrobiaceae;g:Hyphomicrobium	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	2.795130882e-06
d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Paracoccus	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	9.58330588115e-06
d:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfuromonadales;f:Geobacteraceae;g:Geobacter	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	2.49053410251e-07
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;Other;Other;Other	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	7.05420468516e-07
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Aeromonadales;f:Succinivibrionaceae;g:Succinivibrio	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	1.3755699136e-05
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Rhodanobacter	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	3.73580115377e-07
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Silanimonas	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	2.795130882e-06
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Xanthomonas	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	1.89771865751e-06
d:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Ureaplasma	0.524590163934	0.468890189581	0.675071718666	1.0	0.0	4.47370445992e-07
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptoniphilaceae;g:Peptoniphilus	0.519474568832	0.47106590205	0.675071718666	1.0	4.72714290517e-06	9.53633777452e-06
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Gardnerella	0.511108244621	0.474659498638	0.675071718666	1.0	5.05940229783e-06	1.1248997157e-05
d:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Enterococcaceae;g:Enterococcus	0.509482411869	0.475363001894	0.675071718666	1.0	0.000105222294867	0.000688918360588
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae_1;Other	0.509482411869	0.475363001894	0.675071718666	1.0	3.49979281225e-07	1.74626223309e-06
d:Bacteria;p:Firmicutes;c:Negativicutes;o:Selenomonadales;f:Acidaminococcaceae;g:Succiniclasticum	0.476319373241	0.490094236384	0.691897745484	1.0	8.60065415243e-06	2.71567326864e-06
d:Bacteria;p:Firmicutes;c:Negativicutes;o:Selenomonadales;f:Veillonellaceae;Other	0.448008717917	0.503282102434	0.706360845522	1.0	1.9582657669e-05	4.69305818391e-05
d:Bacteria;p:Fusobacteria;c:Fusobacteriia;o:Fusobacteriales;f:Fusobacteriaceae;g:Fusobacterium	0.404004061819	0.525028603873	0.732598051916	1.0	3.46538330375e-05	0.0178512492007
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Papillibacter	0.381821969458	0.536629758565	0.744457468529	1.0	0.00029078143612	0.000477789486094
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptostreptococcaceae;g:Peptostreptococcus	0.371071066264	0.542421023368	0.748166928784	1.0	1.82315036311e-05	1.44342494312e-05
d:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Leuconostocaceae;g:Weissella	0.3588669312	0.54913618724	0.749416264291	1.0	6.5511740714e-06	9.75939877852e-06
d:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Comamonas	0.358084602769	0.549571927147	0.749416264291	1.0	3.62138369355e-06	8.85193489977e-05
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Corynebacteriaceae;g:Corynebacterium	0.329404642362	0.566009866682	0.758217644745	1.0	4.46378558843e-06	1.18342591094e-05
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas	0.327559453771	0.567099716293	0.758217644745	1.0	0.000108404596598	0.000586463121249
d:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus	0.321261356139	0.570850600383	0.758217644745	1.0	0.000512838585093	0.00131540822493
d:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Porphyromonadaceae;g:Porphyromonas	0.320745964318	0.571159692251	0.758217644745	1.0	2.71572069212e-05	5.13261633288e-05
d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;Other;Other;Other	0.319642657699	0.571822473745	0.758217644745	1.0	0.0021230225253	0.000781399641198
d:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;Other	0.290738974651	0.589747366712	0.777688835225	1.0	1.84839158504e-06	7.58117114071e-07
d:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Campylobacteraceae;g:Campylobacter	0.265659329052	0.606258507322	0.795093124357	1.0	9.62969200693e-06	5.69146805006e-05
d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Phyllobacteriaceae;g:Phyllobacterium	0.233038578047	0.629279864739	0.816363067769	1.0	2.04121111022e-06	5.29065351387e-07
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Cardiobacteriales;f:Cardiobacteriaceae;g:Cardiobacterium	0.233038578047	0.629279864739	0.816363067769	1.0	2.32693787386e-06	4.15089017085e-08
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Clostridium_IV	0.22766200816	0.633262859236	0.817113366756	1.0	0.00826951444355	0.00647940747191
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Ruminococcus	0.211498413928	0.645595489104	0.823968197539	1.0	0.017503700078	0.0193156192292
d:Bacteria;p:Firmicutes;c:Erysipelotrichia;o:Erysipelotrichales;f:Erysipelotrichaceae;g:Faecalitalea	0.203228184109	0.652127670162	0.823968197539	1.0	2.68616622745e-05	5.42354661491e-05
d:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Aerococcaceae;g:Globicatella	0.203002494654	0.652308156385	0.823968197539	1.0	6.28064956991e-07	7.9860882343e-06
d:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Methylobacteriaceae;g:Methylobacterium	0.203002494654	0.652308156385	0.823968197539	1.0	6.28064956991e-07	3.99304411715e-06
d:Bacteria;p:Fusobacteria;c:Fusobacteriia;o:Fusobacteriales;f:Leptotrichiaceae;g:Leptotrichia	0.182875933706	0.668913269712	0.829548694935	1.0	2.90470301129e-06	4.13516155778e-05
d:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Prevotellaceae;g:Paraprevotella	0.181427518903	0.670149312776	0.829548694935	1.0	0.00108942378589	0.00299231743195
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Coriobacteriales;f:Coriobacteriaceae;g:Enterorhabdus	0.180939541623	0.670567053597	0.829548694935	1.0	6.01738858585e-05	4.28832829789e-05
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Lachnospiraceae;g:Stomatobaculum	0.171474974367	0.678804264439	0.829548694935	1.0	1.70532060027e-07	1.98335500629e-06
d:Bacteria;p:Firmicutes;c:Negativicutes;o:Selenomonadales;f:Veillonellaceae;g:Anaeroglobus	0.171474974367	0.678804264439	0.829548694935	1.0	5.10787839163e-06	0.000458852355102
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Alloscardovia	0.164878762118	0.684703908808	0.829548694935	1.0	1.65336494909e-06	1.91718695748e-05
d:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Leuconostocaceae;g:Leuconostoc	0.164132416955	0.685380050687	0.829548694935	1.0	3.45523827903e-06	7.80498473407e-06
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiales_Incertae_Sedis_XI;g:Anaerococcus	0.16255188264	0.686817845739	0.829548694935	1.0	2.48836397589e-06	1.00084010855e-05
d:Bacteria;p:Firmicutes;c:Erysipelotrichia;o:Erysipelotrichales;f:Erysipelotrichaceae;g:Solobacterium	0.161440069262	0.687834126217	0.829548694935	1.0	3.73221224133e-06	9.51736931065e-06
d:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Hydrogenophilales;f:Hydrogenophilaceae;g:Hydrogenophilus	0.152951443185	0.695730659975	0.83257849476	1.0	4.08870862228e-06	5.78875905699e-06
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiales_Incertae_Sedis_XI;g:Murdochiella	0.151312225705	0.697284489362	0.83257849476	1.0	2.70224619708e-06	2.90959859963e-05
d:Bacteria;p:Actinobacteria;c:Actinobacteria;Other;Other;Other	0.143541419055	0.704785439606	0.837368839135	1.0	1.19545557298e-05	1.69793316627e-05
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Actinomycetaceae;g:Mobiluncus	0.1354863995	0.712810025089	0.838600029517	1.0	1.95706359048e-06	7.18428664968e-07
d:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales;f:Neisseriaceae;g:Morococcus	0.1354863995	0.712810025089	0.838600029517	1.0	1.53478854025e-06	9.52729868981e-07
d:Bacteria;p:Firmicutes;c:Erysipelotrichia;o:Erysipelotrichales;f:Erysipelotrichaceae;g:Clostridium_XVIII	0.118415996255	0.730758859634	0.855522567376	1.0	0.00308395965285	0.00474305797726
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptostreptococcaceae;g:Romboutsia	0.110171409389	0.739949073012	0.862076589917	1.0	0.00179673778706	0.00487929462083
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Christensenellaceae;g:Christensenella	0.101201090382	0.750393011996	0.868227278477	1.0	2.26825715764e-05	3.85791415306e-05
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Lachnospiraceae;g:Anaerostipes	0.0994724450645	0.752463641347	0.868227278477	1.0	0.011175389731	0.0160135093126
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Lachnospiraceae;g:Ruminococcus2	0.089611963673	0.764671044182	0.877585370688	1.0	0.0104441967092	0.00837803449201
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Butyricicoccus	0.0871074148315	0.767887199352	0.877585370688	1.0	1.66423254463e-05	1.84329299353e-05
d:Bacteria;p:Firmicutes;c:Erysipelotrichia;o:Erysipelotrichales;f:Erysipelotrichaceae;g:Holdemania	0.0732157562621	0.786710924592	0.890397965694	1.0	0.000153529503793	0.000172975233587
d:Bacteria;p:Firmicutes;c:Erysipelotrichia;o:Erysipelotrichales;f:Erysipelotrichaceae;Other	0.0714138424522	0.789289241969	0.890397965694	1.0	0.00777671609512	0.00101576050428
d:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;Other;Other	0.0707636087288	0.790228194554	0.890397965694	1.0	1.12508001433e-05	1.63612697234e-05
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiales_Incertae_Sedis_XI;g:Parvimonas	0.0622141851057	0.803029948849	0.900119448361	1.0	3.13439292732e-05	4.55975359335e-06
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Coriobacteriales;f:Coriobacteriaceae;g:Olsenella	0.0600879374076	0.806357005823	0.900119448361	1.0	0.00056671022662	1.96899643041e-05
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Anaerotruncus	0.0448019018788	0.832368709296	0.92485412144	1.0	0.000198703056079	0.00032981298711
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Lachnospiraceae;g:Lachnospiracea_incertae_sedis	0.0376857824802	0.846075451926	0.9357516519	1.0	0.0185558324602	0.0242076133469
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Coriobacteriales;f:Coriobacteriaceae;g:Gordonibacter	0.0311682477253	0.859865552658	0.946640975403	1.0	8.064798324e-05	7.50380045042e-05
d:Bacteria;p:Firmicutes;c:Erysipelotrichia;o:Erysipelotrichales;f:Erysipelotrichaceae;g:Faecalicoccus	0.0277083873977	0.867796245638	0.95100958426	1.0	4.53225059469e-05	7.77806117965e-05
d:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;Other;Other	0.0243304420579	0.876047063591	0.955687705735	1.0	0.00867747236088	0.00435743544244
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae_1;g:Clostridium_sensu_stricto	0.0200996910271	0.887259012025	0.963539198579	1.0	0.00176540589835	0.00452131325008
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Lachnospiraceae;g:Lachnoanaerobaculum	0.0176712719552	0.894246102142	0.966752542856	1.0	9.96801933197e-07	7.43095300026e-06
d:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae_1;g:Bacillus	0.0135488669785	0.907335852059	0.971537018711	1.0	1.06283202196e-06	4.88703792166e-05
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Intestinimonas	0.0124247612912	0.911246497905	0.971537018711	1.0	0.000693797578476	0.000810446768439
d:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Porphyromonadaceae;g:Parabacteroides	0.011397714271	0.914979319485	0.971537018711	1.0	0.00611528982913	0.0105939007937
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Coriobacteriales;f:Coriobacteriaceae;Other	0.0109181859171	0.916780405651	0.971537018711	1.0	0.000185972126026	0.000271307951648
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Lachnospiraceae;g:Blautia	0.00941750959186	0.922691568351	0.971537018711	1.0	0.0575477486907	0.0587308182574
d:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Carnobacteriaceae;g:Atopostipes	0.00901595507912	0.924352648645	0.971537018711	1.0	6.57760569407e-07	6.07965985454e-06
d:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Lachnospiraceae;g:Oribacterium	0.00838695905145	0.92703147057	0.971537018711	1.0	9.48309488305e-06	1.24894303351e-05
d:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus	0.00748500258365	0.931056309598	0.971537018711	1.0	6.09655759603e-06	4.95984640516e-06
d:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Schlegelella	0.0057702112506	0.939449404747	0.974460916829	1.0	2.36889084009e-06	4.78212071155e-06
d:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Bacteroidaceae;g:Bacteroides	0.00529734914545	0.941978886268	0.974460916829	1.0	0.243639088737	0.253944362783
d:Bacteria;p:Proteobacteria;Other;Other;Other;Other	0.00157053788072	0.968388099814	0.992084173252	1.0	9.1538431495e-07	6.84067916703e-07
d:Bacteria;p:Verrucomicrobia;c:Opitutae;o:Puniceicoccales;f:Puniceicoccaceae;g:Cerasicoccus	0.00157053788072	0.968388099814	0.992084173252	1.0	4.25383761597e-06	6.44445007952e-06
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Micrococcaceae;g:Rothia	0.00128398292823	0.971415752976	0.992084173252	1.0	4.12515466526e-05	5.10810254493e-05
d:Bacteria;p:Fusobacteria;c:Fusobacteriia;o:Fusobacteriales;f:Leptotrichiaceae;g:Sneathia	0.000559176312412	0.981134254507	0.993572184042	1.0	9.59992867116e-06	3.22561296155e-05
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Acinetobacter	0.000360638203064	0.984848702581	0.993572184042	1.0	8.17258827337e-06	8.97175100834e-06
d:Bacteria;p:Firmicutes;c:Negativicutes;o:Selenomonadales;f:Acidaminococcaceae;g:Phascolarctobacterium	0.00033982220576	0.985292415841	0.993572184042	1.0	0.00316350042367	0.0109978299237
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Actinomycetaceae;g:Actinotignum	nan	nan	1.0	nan	0.0	0.0
d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Chromatiales;f:Ectothiorhodospiraceae;Other	nan	nan	1.0	nan	0.0	0.0
